date,AFG-new_deaths,AFG-stringency_index,AFG-new_cases,AFG-new_people_vaccinated_smoothed,VIE-new_deaths,VIE-stringency_index,VIE-new_cases,VIE-new_people_vaccinated_smoothed,BRA-new_deaths,BRA-stringency_index,BRA-new_cases,BRA-new_people_vaccinated_smoothed,IND-new_deaths,IND-stringency_index,IND-new_cases,IND-new_people_vaccinated_smoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
26-03-2022,0,16.67,0,6021,62,63.89,158305,43358,191,34.63,29334,59542,149,43.06,1421,1660095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2022,5,16.67,199,6713,48,63.89,91916,43617,113,34.62,10637,62843,31,43.06,1270,1680379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2022,1,16.67,82,7404,52,63.89,263376,44299,68,34.61,7901,58910,35,43.06,1259,1606060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2022,2,16.67,56,8095,55,63.89,111640,12407,281,34.59,29550,79207,31,43.06,1233,1499787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2022,2,16.67,58,8095,41,63.89,85765,11470,261,34.57,33413,83128,28,43.06,1225,1435571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2022,3,16.67,31,8095,39,63.89,92355,10532,253,34.55,31066,82786,52,43.06,1335,1372857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2022,0,16.67,35,8095,33,63.89,86054,8812,243,33.16,26843,77578,83,40.28,1260,1297766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-2022,1,16.67,21,8095,37,63.89,65619,8200,106,33.16,17062,78345,81,40.28,1096,1048276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-04-2022,0,16.67,24,8095,37,63.89,102046,7912,39,33.14,7210,77564,13,40.28,913,1048678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-2022,0,16.67,70,8095,42,63.89,48717,6952,160,33.13,12572,70416,58,50.46,795,997999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-2022,0,16.67,35,7780,39,51.85,54995,4128,216,33.12,26915,53411,71,50.46,1086,990240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2022,0,16.67,42,7466,31,51.85,58424,3798,194,33.1,26822,52851,43,50.46,1033,816564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2022,0,16.67,0,7151,21,51.85,90228,12252,248,33.09,26234,51910,43,50.46,1109,654196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2022,0,16.67,0,6836,35,51.85,65097,21490,149,33.07,30212,54736,83,50.46,1150,636623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-2022,0,16.67,0,6522,26,51.85,34140,21465,98,33.07,21229,54373,29,50.46,1054,659517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-2022,0,16.67,0,6207,19,51.85,28307,21265,38,33.06,7210,51303,6,50.46,861,629814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-2022,4,16.67,167,5892,17,51.85,51924,21065,63,33.05,7930,54377,19,50.46,796,607129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-04-2022,1,16.67,116,5892,28,51.85,22804,20865,165,33.04,22377,51174,26,50.46,1088,618262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2022,0,16.67,38,5892,20,51.85,24623,22981,163,33.03,26648,42438,1,50.46,1007,534663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2022,0,16.67,57,5892,23,51.85,23012,13647,139,33.02,23090,42618,6,50.46,949,501207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2022,0,16.67,21,5299,23,47.22,73934,4824,111,29.52,13278,38405,4,50.46,975,437417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2022,0,16.67,14,4705,10,47.22,23354,8490,31,29.52,2775,37380,4,50.46,1150,380026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2022,2,16.67,31,4112,10,47.22,14660,10688,22,29.51,2541,39063,214,50.46,2183,375232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2022,1,16.67,39,3518,13,43.52,43272,10939,64,29.5,8470,36495,1,50.46,1247,363419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2022,1,16.67,56,3261,18,43.52,13500,18940,125,29.48,14131,68170,40,50.46,2067,328220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2022,0,16.67,61,3003,7,43.52,13271,23605,263,29.46,36750,68972,56,50.46,2380,299908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2022,0,16.67,37,2746,9,43.52,30574,42295,92,29.45,18660,67243,54,50.46,2451,291294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2022,0,16.67,27,3082,7,43.52,11160,67701,51,29.45,8068,65555,33,50.46,2527,345707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2022,1,16.67,10,3418,6,43.52,10365,89881,53,29.44,7111,63866,44,50.46,2593,371764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2022,1,16.67,41,3755,9,43.52,8813,101025,36,29.44,3655,60040,30,50.46,2541,397820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2022,1,16.67,56,4091,8,43.52,8270,132342,73,29.43,6456,59479,0,50.46,11,386650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2022,0,16.67,24,4091,8,43.52,48431,143322,144,29.42,22142,23974,1431,37.04,5399,386021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2022,0,16.67,40,3559,5,43.52,11313,156476,242,29.4,20943,27941,39,37.04,3303,435999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2022,0,16.67,41,3537,3,43.52,7116,171228,114,29.39,19916,28293,60,37.04,3377,444871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2022,0,16.67,23,3514,1,43.52,6068,158562,185,29.38,14122,31194,50,37.04,3688,478538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2022,0,16.67,6,3491,3,43.52,5109,142096,87,29.38,15194,30778,40,37.04,3324,465326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2022,0,16.67,20,3469,1,28.7,3717,130357,16,29.37,6263,32499,26,37.04,3157,467843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-2022,0,16.67,2,3446,2,28.7,3123,100038,86,29.36,6498,34110,20,37.04,2568,464458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-05-2022,0,16.67,0,3423,0,28.7,2709,82659,92,29.35,21432,36065,31,37.04,3205,427916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2022,0,16.67,0,3932,3,28.7,3088,70952,64,29.33,20072,36942,55,37.04,3275,373987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2022,1,16.67,4,3932,2,28.7,4305,50323,137,29.32,21682,33803,27,37.04,3545,352908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2022,0,16.67,14,3461,6,28.7,3819,49721,195,29.31,19725,35914,22,37.04,3805,303550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2022,0,16.67,3,2989,0,28.7,3345,42345,35,29.31,14622,35562,40,37.04,3451,309658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2022,0,16.67,59,2518,1,28.7,2269,45627,13,29.31,6006,35391,29,37.04,3207,297658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2022,1,16.67,29,2379,1,28.7,2175,48640,52,29.3,9709,32799,10,37.04,2288,315367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-05-2022,0,11.11,7,2240,1,28.7,2855,71927,198,29.29,20143,29335,54,37.04,2897,316241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2022,1,11.11,114,2639,2,28.7,2758,73431,126,29.26,23398,40186,24,37.04,2827,339542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2022,0,11.11,38,3038,3,28.7,6499,70898,124,29.25,21344,45616,9,37.04,2841,341328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2022,0,11.11,34,3909,0,28.7,2670,74954,138,29.25,25609,40198,11,37.04,2858,334637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2022,1,11.11,39,4779,2,28.7,1895,89584,92,29.25,17355,39133,13,37.04,2487,326667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2022,3,11.11,25,5650,0,25.93,1594,101451,46,29.25,6296,37721,27,37.04,2202,309317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2022,1,11.11,54,6076,2,25.93,1550,113071,66,29.25,13510,35367,19,37.04,1569,281227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2022,0,11.11,7,6502,4,25.93,1785,106405,0,29.25,0,37322,33,37.04,1829,267608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2022,0,11.11,149,6390,1,25.93,1831,134854,0,29.22,0,20835,10,37.04,2364,264610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2022,4,11.11,120,6278,1,25.93,2728,148542,0,29.22,0,17451,20,37.04,2259,255277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2022,0,11.11,27,6166,2,25.93,1587,155805,506,29.21,60513,17055,25,37.04,2323,252690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2022,2,11.11,50,6054,0,25.93,1457,141853,300,29.21,0,17437,65,37.04,2226,246939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2022,1,11.11,42,5942,0,25.93,1319,127374,134,29.21,28807,29956,46,37.04,2022,241784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2022,0,11.11,0,5942,1,25.93,1179,130212,37,29.21,12775,41507,31,37.04,1675,242006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2022,0,11.11,55,5878,0,25.93,1323,130708,238,29.21,32820,49705,17,37.04,2124,244306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2022,1,11.11,64,5814,2,25.93,1344,108981,132,29.21,14376,57903,18,37.04,2628,234624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2022,0,11.11,0,5750,0,25.93,1275,87301,135,29.18,29321,65387,14,37.04,2710,230673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2022,0,11.11,251,5686,0,25.93,1239,73576,139,29.17,40633,80549,33,37.04,2685,224633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
